华	1739
效	1736
先	1736
指	1732
划	1725
让	1714
职	1708
集	1707
由	1704
某	1704
张	1698
步	1696
游	1694
线	1691
济	1691
干	1689
达	1683
西	1678
布	1658
客	1657
少	1652
孩	1651
给	1650
风	1637
房	1637
环	1632
精	1631
落	1627
告	1622
校	1613
今	1613
京	1612
质	1607
驻	1604
回	1602
研	1600
息	1595
取	1578
运	1577
南	1574
需	1565
消	1550
每	1547
首	1540
广	1539
头	1539
想	1536
影	1536
照	1523
王	1519
样	1512
票	1506
深	1501
节	1500
师	1494
视	1489
把	1487
流	1485
知	1480
协	1474
使	1472
医	1456
州	1451
群	1447
变	1447
只	1438
带	1433
支	1427
感	1427
户	1422
别	1420
试	1417
形	1416
评	1414
获	1408
技	1406
球	1399
快	1396
五	1394
四	1393
供	1387
源	1386
称	1384
习	1373
己	1370
或	1366
清	1360
周	1356
营	1355
观	1339
境	1338
镇	1336
见	1328
空	1323
真	1323
断	1316
排	1314
防	1313
难	1311
转	1311
色	1311
策	1309
走	1305
选	1295
律	1287
续	1286
条	1286
战	1286
儿	1286
李	1285
护	1281
升	1281
府	1278
话	1274
态	1273
频	1265
住	1264
范	1260
直	1259
团	1253
参	1252
引	1250
世	1249
站	1246
况	1243
包	1240
值	1238
图	1235
织	1227
际	1215
显	1212
则	1211
反	1210
食	1208
批	1204
革	1203
么	1201
马	1196
优	1195
究	1190
界	1185
江	1185
她	1177
执	1174
积	1169
士	1165
再	1164
居	1157
具	1154
非	1153
未	1148
义	1148
艺	1147
投	1143
邮	1140
善	1139
置	1137
注	1134
类	1132
坚	1132
乡	1130
助	1129
论	1128
林	1125
举	1123
神	1121
根	1120
备	1117
容	1102
片	1094
装	1093
才	1092
始	1086
约	1083
旅	1068
识	1065
层	1065
园	1063
那	1062
段	1061
热	1057
宣	1057
超	1056
型	1056
较	1053
存	1053
几	1050
预	1044
率	1032
低	1032
依	1031
思	1029
限	1028
友	1026
往	1021
负	1019
米	1011
河	1008
号	1005
势	1002
赛	1001
亿	998
按	996
药	987
购	986
易	984
极	981
随	980
星	977
验	976
除	972
火	972
历	967
督	966
益	964
爱	964
德	961
抓	958
采	956
红	955
石	952
拉	952
款	950
控	950
审	949
军	948
你	948
份	948
乐	946
核	945
白	944
边	943
响	943
又	942
花	941
复	939
斯	933
何	926
修	925
养	924
志	922
维	920
岁	917
越	915
黄	909
即	905
违	903
围	903
销	902
速	900
象	900
画	899
伊	899
古	896
便	896
副	884
微	878
阳	877
版	868
配	863
税	863
必	860
功	859
模	858
晚	856
列	853
假	850
望	848
致	839
满	839
百	837
男	832
早	832
诉	831
均	830
售	830
病	829
突	828
降	826
连	826
许	826
班	823
料	822
双	822
言	820
沙	816
察	815
故	811
综	809
庭	806
景	803
破	802
尔	802
失	802
险	793
演	792
春	792
终	791
店	790
官	788
减	787
域	785
买	785
克	783
健	783
紧	781
午	781
仅	781
青	777
底	775
请	773
余	773
测	772
福	771
银	768
史	764
盖	760
亲	759
朗	758
富	757
室	757
宁	757
申	756
介	753
卫	749
街	748
陈	746
楼	745
培	744
昨	743
击	742
馆	739
障	736
牌	733
股	724
切	724
声	723
土	719
剧	717
币	712
例	712
承	711
充	711
博	708
停	708
冬	707
互	706
送	704
离	704
猴	704
铁	702
补	701
免	700
普	696
讲	694
足	693
眼	692
念	689
训	688
素	684
吃	684
刘	684
库	682
觉	679
季	677
亚	674
什	673
属	672
争	671
措	670
太	665
召	661
留	660
促	658
络	652
兴	652
绍	650
伤	647
届	645
且	644
临	642
绿	640
康	636
细	634
龙	631
血	631
财	628
简	627
登	627
巴	627
八	624
继	623
初	623
础	622
罪	619
涉	619
奖	618
止	617
席	617
印	616
套	614
树	613
却	611
英	610
访	609
找	607
候	607
适	603
智	602
辆	601
飞	598
钱	597
稳	596
媒	595
犯	594
覆	591
悉	590
航	589
命	582
独	581
患	581
威	581
担	579
帮	579
曾	577
货	575
温	568
齐	567
谈	567
器	563
兰	562
朝	560
宝	556
疑	555
黑	553
挥	553
半	553
待	551
字	551
油	547
卖	546
纳	541
状	539
享	539
良	536
付	536
阿	531
像	531
板	530
录	530
尽	528
远	526
短	526
征	526
算	524
压	524
刚	523
轻	522
鲜	520
写	520
疗	519
千	519
略	518
死	518
雪	517
木	517
须	516
困	516
招	513
融	512
污	512
拍	512
愿	511
额	510
酒	508
刻	507
寒	506
课	504
索	504
六	503
害	499
卡	499
探	498
湖	497
秀	496
母	496
武	493
巡	492
述	491
厅	491
汽	489
予	489
亮	488
摄	487
座	483
令	481
驾	479
毒	479
否	478
角	477
占	476
遇	475
逐	474
听	474
急	473
戏	472
永	471
族	470
聚	469
含	469
救	468
希	468
劳	467
追	466
绝	466
另	466
仍	466
材	465
右	463
味	457
换	454
云	451
童	450
喜	450
染	447
婚	447
冰	447
语	446
爆	445
括	442
尼	442
拿	441
驶	440
汇	440
判	439
玉	437
梦	436
丽	436
择	434
草	432
梅	431
左	431
妇	431
密	430
胜	429
灯	429
够	427
顺	426
虽	426
父	426
序	425
背	424
杨	424
它	424
旦	423
轮	421
诗	421
激	421
禁	420
迎	419
练	418
甚	418
音	417
港	417
吸	416
陆	415
竞	412
差	412
钟	411
退	411
吴	411
苏	409
礼	406
透	405
端	405
献	403
欢	402
针	401
盘	400
奇	400
危	399
罚	398
露	397
署	396
峰	396
波	395
藏	394
嫌	394
九	394
绩	392
顾	391
罗	391
笔	391
朋	391
守	391
纷	389
启	388
筑	387
赵	385
贫	384
暖	384
晨	384
播	384
典	382
洁	381
靠	380
跟	380
贵	380
庆	380
乘	380
励	379
努	379
籍	378
幅	378
丰	377
章	376
签	375
植	375
雨	374
移	374
夫	374
似	373
订	372
韩	371
损	371
附	369
枪	369
彩	369
廉	367
夜	367
冷	367
１	365
递	365
荣	364
抢	364
歌	362
缺	358
久	358
扶	356
贷	354
香	351
尚	351
胡	350
肖	350
烟	350
冲	349
既	348
巨	348
盗	347
刑	347
夏	345
隐	342
松	342
饭	341
询	341
菜	338
托	337
皇	336
桥	335
截	335
彻	333
餐	332
侧	331
载	330
妈	330
伟	330
川	329
坐	329
践	328
幸	328
叶	327
醒	326
涨	326
厂	326
阶	324
拆	322
析	321
乎	321
痛	320
扩	320
曲	319
伍	318
泉	317
哪	317
跌	315
田	315
借	315
龄	314
赶	314
遗	313
穿	313
映	313
攻	313
幼	313
宫	312
静	311
谢	311
贯	310
弹	310
秘	307
私	307
块	307
伙	307
奥	306
键	305
诚	305
脱	305
毕	304
避	303
岗	303
旗	302
粮	301
贴	299
符	299
疆	299
乱	299
玩	298
暴	298
晓	298
孙	298
固	298
怎	297
怀	296
遭	295
射	295
蓝	294
湾	294
屋	294
饮	293
休	293
输	292
挂	291
惠	291
履	291
呼	290
散	289
姓	289
倒	289
肉	287
朱	287
诊	286
著	286
答	285
盛	285
酸	283
般	283
拥	283
翻	282
操	282
堂	282
错	281
灵	280
归	280
束	279
墙	279
脑	278
零	277
慢	276
异	276
授	275
讨	272
瑞	272
乌	272
跑	271
贸	271
岸	271
宗	271
震	270
封	270
援	268
延	268
尤	268
症	267
握	267
抽	267
０	266
渐	266
庄	266
蛋	265
骨	264
七	264
蒙	263
毛	263
诺	261
触	261
绕	261
筹	260
皮	260
徐	260
幕	260
顶	258
迷	258
脚	258
竟	257
丝	257
距	256
虑	256
圈	255
倍	255
宏	254
墓	254
伦	254
累	253
径	253
亡	253
衣	252
焦	252
滑	251
旧	251
岛	250
释	249
阵	248
笑	248
坏	248
鼓	247
迪	247
误	247
牛	246
洲	245
沟	245
侵	244
汉	243
垃	241
圾	241
杂	240
租	239
抗	239
晋	238
叫	238
途	237
若	237
末	237
弟	236
卷	236
逃	235
腐	235
寻	235
野	232
津	230
欧	230
宜	230
袭	229
扬	229
忙	229
吉	229
佳	229
漫	228
疾	227
烈	227
梁	227
扎	227
唐	227
鲁	226
牙	226
偿	226
硬	225
湿	225
折	225
勇	225
兵	225
矿	223
架	223
败	222
斗	222
恐	221
２	220
阅	220
舞	220
胎	220
液	220
骗	219
昌	219
吗	219
隆	218
掉	218
床	218
缓	217
菌	216
软	215
苦	215
纸	215
泰	214
哥	214
竹	213
纠	212
窗	212
燃	212
摆	212
阴	211
郑	211
肯	211
残	211
档	211
鸡	210
跨	210
丹	210
汤	209
妻	209
镜	208
繁	208
码	208
烧	208
宋	207
４	206
衡	206
箱	206
涵	206
洗	206
枚	206
账	205
茶	205
呢	205
词	204
熟	204
潜	203
弃	203
宽	203
句	203
厚	203
浓	202
撑	202
吧	202
哈	201
概	200
唯	200
迅	199
丙	199
杀	198
缩	197
盾	197
瓦	197
伴	197
豪	196
偷	196
估	196
粉	195
奶	195
掌	194
徽	194
泛	193
揭	193
弱	193
净	193
辖	192
冒	192
缴	190
森	190
鉴	189
盐	189
润	189
冠	189
５	188
沿	188
杰	188
仪	187
辉	186
遍	185
谁	185
跳	184
览	184
煤	184
艳	183
纯	183
井	183
苗	182
脏	182
妹	182
册	182
鱼	180
炸	180
徒	180
雅	179
贝	179
呈	179
凌	179
伯	179
顿	178
页	178
搭	178
挑	178
迁	177
矛	176
殊	176
忠	176
吨	176
祖	175
溪	175
敢	175
谓	174
谋	174
潮	174
怕	174
奋	174
凡	174
雄	172
肥	172
闭	171
趣	171
棚	171
搞	171
惊	171
姐	171
返	170
勤	170
郭	169
扣	169
恩	169
厨	169
腰	168
榜	168
偏	168
肃	167
叙	167
伪	167
钢	166
洋	166
摩	166
剩	166
铺	165
渠	165
恶	165
坛	165
凤	165
６	164
颜	164
疫	164
捐	164
扰	164
戴	164
链	163
誉	163
疼	163
宾	163
娘	163
船	162
沉	162
曹	162
暂	162
塔	162
乳	162
篇	161
拟	161
浪	160
洪	160
挖	160
拓	160
黎	159
虚	159
您	159
隔	157
裁	157
芳	157
猪	157
浙	157
替	157
掘	157
振	157
尾	157
甘	156
灾	156
凝	156
桃	155
旁	155
址	155
麦	154
董	154
聘	154
捷	154
尊	154
唱	154
咨	154
刺	154
惯	153
３	152
赴	152
抱	152
赞	150
栏	150
敏	150
忆	150
宅	150
赢	149
拖	149
坦	149
逻	148
洛	148
杯	148
陷	147
迹	147
详	147
睡	147
玲	147
氧	147
敬	147
壁	147
刊	147
轨	146
赔	146
俱	146
雷	145
辞	145
趋	145
杜	145
储	145
贺	144
贡	144
秋	144
猫	144
拔	144
帅	144
俗	144
雾	143
珍	143
池	143
斤	143
坡	143
兑	143
熊	142
喝	142
偶	142
阻	141
欠	141
盟	140
慧	140
圳	140
券	140
债	140
脸	139
牢	139
锁	138
秦	138
恢	138
废	138
宇	138
讼	137
绘	137
描	137
辅	136
瓶	136
拘	136
迫	135
赏	135
谐	135
羊	135
泥	135
圆	135
冯	135
颖	134
遵	134
稿	134
畅	134
搜	134
堵	134
邻	133
欣	133
撞	133
宿	133
兼	133
乏	133
曝	132
婆	132
驱	131
闲	131
圣	131
锋	130
舍	130
欲	130
摇	130
拜	130
塞	130
嘴	130
饰	129
跃	129
漏	129
淡	129
晒	129
敦	129
君	129
陶	128
艾	128
泡	128
摸	128
陪	127
蔬	127
莫	127
寄	127
劝	127
默	126
荐	126
胸	126
甲	126
添	126
棋	126
晶	126
俄	126
佛	126
丢	126
钦	125
篮	125
堆	125
倾	125
薄	124
炎	124
沂	124
摊	123
扫	123
貌	122
拒	122
娱	122
肾	121
斌	121
屏	121
傅	121
亩	121
邀	120
爸	120
恋	120
窃	119
灭	119
廊	119
丁	119
辛	118
涛	118
氛	118
倡	118
侦	118
淘	117
横	116
循	116
锦	115
踏	115
耳	115
抵	115
姆	115
壮	115
膜	114
炼	114
毫	114
惩	114
寿	114
夺	114
填	114
剂	114
薪	113
碎	113
沪	113
宴	113
哲	113
麻	112
聊	112
潘	112
娜	112
嘉	112
凭	112
赌	111
贩	111
谷	111
腾	111
胃	111
燕	111
浦	111
慰	111
闪	110
缘	110
矩	110
殖	110
楚	110
邓	109
蒋	109
祥	109
碑	109
疏	109
牵	109
忘	109
孕	109
劲	109
泽	108
懂	108
勒	108
洞	107
喀	107
丘	107
闹	106
迈	106
桌	106
壤	106
菲	105
泄	105
梯	105
怪	105
雕	104
逆	104
踪	104
氏	104
携	104
刷	104
袋	103
葆	103
插	103
挡	103
凯	103
邦	102
译	102
碍	102
拳	102
尝	102
剑	102
裂	101
杭	101
尘	101
耗	100
纽	100
旺	100
仁	100
鹏	99
陵	99
辽	99
萨	99
旬	99
捕	99
奔	99
９	98
萌	98
舒	98
胞	98
爷	98
昆	98
押	98
慎	98
孔	98
僵	98
丈	98
逊	97
诸	97
虫	97
脉	97
秩	97
炉	97
忧	97
姜	97
塘	97
颗	96
虎	96
玖	96
熔	96
桶	96
摘	96
弊	96
孟	96
赠	95
芯	95
毁	95
醉	94
汗	94
柱	94
柯	94
暗	94
戚	94
尖	94
塑	94
刀	94
拨	93
冻	93
鸟	92
锅	92
裸	92
肠	92
禽	92
澳	92
柜	92
挺	92
恰	92
帝	92
吕	92
伸	92
赖	91
豆	91
腿	91
绪	91
椰	91
拼	91
坑	91
俊	91
７	90
雁	90
祝	90
旨	90
斛	90
彰	90
厕	90
遣	89
蔡	89
莲	89
茅	89
番	89
瓷	89
怖	89
莱	88
艰	88
粒	88
碰	88
牧	88
恒	88
役	88
墨	88
混	87
撤	87
逾	86
荡	86
肺	86
秒	86
烦	86
浩	86
搬	86
哭	86
糖	85
巧	85
吐	85
仙	85
颇	84
雇	84
蒂	84
葬	84
漂	84
滨	84
晰	84
坊	84
胁	83
肩	83
淮	83
槐	83
御	83
弘	83
兄	83
纲	82
礁	82
抚	82
愈	82
厦	82
厘	82
仿	82
闯	81
辈	81
粗	81
滋	81
柴	81
彦	81
乃	81
迟	80
贬	80
诞	80
舆	80
胆	80
梳	80
亦	80
稀	79
狠	79
灌	79
戒	79
尿	79
尺	79
婴	79
坠	79
亏	79
赋	78
硕	78
狗	78
沈	78
株	78
曼	78
忽	78
帖	78
岩	78
姨	78
妥	78
吁	78
赤	77
碳	77
帆	77
巩	77
姻	77
卧	77
卢	77
魏	76
逼	76
箭	76
盒	76
炮	76
梨	76
栋	76
斑	76
遥	75
穷	75
猛	75
娥	75
姚	75
姑	75
妙	75
凉	75
齿	74
鸣	74
莓	74
巷	74
峡	74
尸	74
寨	74
啊	74
仔	74
霞	73
酬	73
贤	73
脂	73
珠	73
敌	73
孤	73
嫦	73
喷	73
厢	73
锐	72
铜	72
盼	72
灰	72
氢	72
忍	72
庞	72
帽	72
侯	72
辣	71
谭	71
衔	71
虹	71
盲	71
甜	71
渡	71
淫	71
栗	71
柳	71
庙	71
喊	71
锻	70
郎	70
逸	70
芜	70
砸	70
狂	70
烤	70
滴	70
滩	70
框	70
弄	70
岭	70
壳	70
伏	70
舟	69
紫	69
睛	69
璃	69
玻	69
沃	69
杆	69
奉	69
颁	68
豹	68
胶	68
稍	68
淀	68
旋	68
惑	68
廖	68
寓	68
啥	68
叉	68
鼻	67
鞋	67
贾	67
诈	67
筋	67
枝	67
暨	67
斜	67
扮	67
悬	67
悦	67
吹	67
伐	67
馈	66
陕	66
诱	66
蛇	66
纵	66
瞬	66
歧	66
桂	66
擦	66
擅	66
惜	66
姿	66
剪	66
乔	66
骑	65
韵	65
醋	65
袁	65
衰	65
衢	65
腔	65
爬	65
浮	65
汪	65
敲	65
饱	64
荷	64
旭	64
劣	64
催	64
仓	64
郁	63
莒	63
苹	63
穆	63
埋	63
垂	63
辨	62
罩	62
罕	62
纹	62
磨	62
睿	62
玛	62
棉	62
昔	62
彭	62
卜	62
８	61
鸿	61
裹	61
蕾	61
耐	61
械	61
柔	61
契	61
隋	60
茂	60
滞	60
泪	60
慈	60
庸	60
崇	60
妨	60
堪	60
锡	59
谨	59
裙	59
菇	59
荔	59
缝	59
浴	59
彼	59
丛	59
赚	58
贪	58
裤	58
臣	58
肤	58
耀	58
皆	58
煌	58
悠	58
奠	58
咳	58
丧	58
飘	57
腹	57
肌	57
糊	57
睐	57
涌	57
柏	57
抑	57
婷	57
垫	57
叔	57
佩	57
苑	56
溢	56
渣	56
暑	56
挤	56
幻	56
屡	56
匆	56
允	56
蒸	55
碗	55
琴	55
炒	55
枯	55
杏	55
捧	55
扭	55
扔	55
扑	55
寺	55
寸	55
厉	55
匹	55
割	55
霸	54
轿	54
荒	54
聪	54
耕	54
盆	54
披	54
妃	54
奏	54
亭	54
靖	53
遏	53
逝	53
躺	53
趁	53
萝	53
碧	53
疸	53
孝	53
坝	53
阜	52
阐	52
裕	52
肇	52
绸	52
绎	52
浅	52
槽	52
晴	52
摔	52
拦	52
埃	52
凸	52
冀	52
仲	52
颈	51
邱	51
趟	51
萧	51
莎	51
膝	51
翼	51
罐	51
磊	51
疯	51
瓜	51
炭	51
炊	51
抛	51
怨	51
岳	51
俩	51
颂	50
霾	50
鑫	50
羽	50
糕	50
滥	50
悲	50
串	50
驼	49
钻	49
赫	49
莉	49
芝	49
舰	49
眉	49
瑜	49
猜	49
欺	49
椒	49
朴	49
坪	49
勿	49
阔	48
谱	48
蜜	48
盈	48
狮	48
烂	48
殴	48
晗	48
弥	48
娟	48
坎	48
吊	48
邵	47
遮	47
赁	47
硅	47
瑶	47
浸	47
殷	47
挪	47
唤	47
咬	47
劫	47
剖	47
霍	46
钮	46
躲	46
踢	46
贿	46
苍	46
笼	46
疲	46
犹	46
桑	46
栖	46
枢	46
揽	46
拐	46
弯	46
峻	46
堡	46
勃	46
丑	46
驰	45
蕴	45
蓄	45
磁	45
眠	45
畜	45
畏	45
爽	45
涂	45
帕	45
尴	45
尬	45
奈	45
兹	45
鹿	44
鬼	44
靓	44
辟	44
葩	44
艘	44
椎	44
棵	44
扯	44
怡	44
庚	44
宠	44
吾	44
鹰	43
骂	43
醇	43
舌	43
碌	43
瘦	43
炀	43
渴	43
渔	43
宪	43
奢	43
呆	43
匠	43
冈	43
骸	42
酵	42
郝	42
郊	42
臭	42
膏	42
翔	42
纤	42
禅	42
熬	42
毅	42
栽	42
柚	42
枣	42
拾	42
悔	42
彬	42
嫩	42
凰	42
魅	41
阮	41
闸	41
辩	41
蹈	41
莹	41
芬	41
窝	41
瞎	41
歉	41
晖	41
悟	41
夸	41
夕	41
吻	41
剥	41
仰	41
骚	40
蹲	40
衷	40
甸	40
琦	40
犬	40
湘	40
捡	40
戈	40
夯	40
叹	40
勾	40
募	40
侠	40
韬	39
衫	39
聂	39
炬	39
歇	39
昏	39
娃	39
嘱	39
卓	39
仇	39
陌	38
萍	38
芈	38
腺	38
胚	38
爪	38
燥	38
憾	38
怒	38
弗	38
呦	38
倭	38
鼎	37
阁	37
铭	37
酋	37
逢	37
蔽	37
缅	37
矫	37
痴	37
痕	37
敞	37
抄	37
悄	37
恼	37
娇	37
呵	37
伽	37
鹅	36
魂	36
骤	36
辐	36
谴	36
蝠	36
竭	36
砖	36
熙	36
涯	36
桐	36
撬	36
懈	36
惨	36
惕	36
幽	36
乞	36
鼠	35
鹑	35
鲸	35
酱	35
蔓	35
荫	35
窖	35
祸	35
灿	35
抬	35
懒	35
喂	35
咸	35
卿	35
傍	35
鹌	34
飙	34
酷	34
贼	34
詹	34
肿	34
肪	34
罢	34
绒	34
溯	34
沼	34
歹	34
朵	34
昂	34
攀	34
挫	34
慨	34
巢	34
屈	34
夹	34
吓	34
勘	34
兆	34
侨	34
仑	34
乙	34
隙	33
钞	33
邑	33
轰	33
虾	33
耍	33
猎	33
殉	33
椅	33
晕	33
斩	33
掀	33
捞	33
戳	33
惧	33
屯	33
媛	33
吞	33
叠	33
仗	33
顽	32
霉	32
辱	32
觅	32
襄	32
翰	32
竣	32
盯	32
炫	32
汰	32
撒	32
掏	32
抹	32
愁	32
巾	32
嫖	32
婉	32
嗽	32
喻	32
鹤	31
颠	31
霖	31
郯	31
邹	31
袖	31
葡	31
萄	31
臂	31
肚	31
翟	31
绵	31
绳	31
砍	31
癌	31
甩	31
琳	31
琪	31
炖	31
澜	31
潭	31
漠	31
淋	31
浇	31
汀	31
棒	31
斥	31
撰	31
挽	31
挨	31
媚	31
堰	31
嘟	31
啦	31
凶	31
馨	30
钙	30
邪	30
遂	30
蜡	30
腻	30
耿	30
珊	30
狼	30
灶	30
橄	30
榄	30
桩	30
枫	30
曦	30
崔	30
卸	30
削	30
兜	30
兔	30
骆	29
霜	29
蚝	29
蓬	29
蓉	29
舱	29
胰	29
肢	29
肝	29
缆	29
狭	29
殿	29
攒	29
撼	29
掩	29
扒	29
慕	29
宛	29
咋	29
呀	29
剔	29
函	29
俭	29
侥	29
魔	28
驳	28
轴	28
虞	28
腊	28
翠	28
绣	28
瞩	28
皖	28
琅	28
牲	28
煮	28
焚	28
漆	28
滤	28
溜	28
溃	28
洒	28
沁	28
汁	28
氨	28
楠	28
搏	28
惹	28
姥	28
奸	28
嗓	28
兖	28
侈	28
闫	27
跪	27
萃	27
芭	27
脆	27
筛	27
稻	27
祭	27
璐	27
狐	27
槛	27
敷	27
愤	27
庐	27
尹	27
宰	27
塌	27
咱	27
匙	27
刹	27
俯	27
麟	26
闷	26
钾	26
膀	26
脾	26
胖	26
罹	26
纬	26
秉	26
禧	26
皋	26
瘤	26
甫	26
琼	26
澡	26
泼	26
棺	26
撕	26
寂	26
垄	26
囊	26
傲	26
佼	26
丸	26
雀	25
锤	25
钥	25
辰	25
赃	25
谦	25
诫	25
薯	25
茨	25
膳	25
羡	25
羞	25
纱	25
窑	25
窄	25
楷	25
梓	25
柿	25
嬉	25
囚	25
龚	24
饼	24
酿	24
迄	24
轩	24
蹴	24
蜂	24
虐	24
芽	24
笃	24
禹	24
甄	24
滁	24
浏	24
泳	24
榕	24
廷	24
崽	24
嫁	24
奎	24
壹	24
堤	24
吵	24
匾	24
刮	24
倪	24
鸭	23
鸥	23
鞭	23
鞠	23
铲	23
蚀	23
蕉	23
茫	23
胀	23
牟	23
潍	23
沛	23
旱	23
捉	23
挣	23
帜	23
喉	23
卵	23
勉	23
饿	22
阀	22
郡	22
逛	22
踩	22
谣	22
誓	22
薛	22
葛	22
荟	22
缸	22
缕	22
粥	22
笈	22
磐	22
碾	22
硫	22
睹	22
玮	22
熏	22
烘	22
渊	22
橘	22
柄	22
帘	22
崭	22
寇	22
厌	22
卞	22
匿	22
倩	22
俏	22
韦	21
闽	21
铸	21
铝	21
钰	21
邢	21
辜	21
谊	21
萎	21
芦	21
脊	21
缠	21
缔	21
缉	21
绑	21
笛	21
烫	21
滕	21
淤	21
泊	21
歪	21
樊	21
梧	21
晟	21
捏	21
慑	21
怠	21
屠	21
娩	21
垣	21
圩	21
哑	21
咖	21
删	21
亳	21
鲲	20
骄	20
陋	20
贞	20
裔	20
腕	20
糯	20
粪	20
碱	20
瞻	20
狱	20
溶	20
氮	20
杉	20
曰	20
昕	20
擎	20
搂	20
拎	20
拇	20
抒	20
扛	20
慌	20
恨	20
屿	20
寥	20
姬	20
墩	20
埠	20
噪	20
喇	20
啡	20
吟	20
厄	20
倘	20
侃	20
饲	19
闺	19
钩	19
酶	19
躬	19
豫	19
诵	19
蛮	19
蔚	19
舶	19
耒	19
绞	19
禾	19
祁	19
硝	19
眨	19
疡	19
瀑	19
淼	19
沫	19
榆	19
昊	19
忌	19
帷	19
岔	19
婧	19
娅	19
妄	19
嘛	19
卦	19
傻	19
亨	19
亟	19
Ｎ	18
Ｈ	18
鼾	18
顷	18
阱	18
钓	18
酝	18
郸	18
逮	18
辗	18
赐	18
谅	18
蛙	18
蚕	18
芒	18
聋	18
耶	18
缚	18
粹	18
簿	18
窟	18
稽	18
禄	18
祉	18
瞒	18
瞄	18
睁	18
瘫	18
痰	18
犁	18
煎	18
焕	18
浑	18
泾	18
泌	18
沥	18
毓	18
昧	18
掐	18
捣	18
愉	18
惟	18
恤	18
弈	18
巍	18
崖	18
峙	18
寞	18
媳	18
妖	18
妆	18
壶	18
墅	18
垒	18
坤	18
咏	18
叮	18
凳	18
凑	18
侣	18
佣	18
伞	18
乒	18
魁	17
韧	17
锣	17
躁	17
蹭	17
豚	17
蠕	17
菊	17
翁	17
绚	17
穴	17
磕	17
碟	17
狸	17
浆	17
橙	17
梭	17
梗	17
枕	17
晾	17
昭	17
斧	17
愧	17
弋	17
幢	17
寡	17
啃	17
哨	17
俞	17
雌	16
阈	16
铃	16
赣	16
袂	16
蝶	16
茧	16
缪	16
糟	16
皑	16
畴	16
琢	16
玄	16
烹	16
瀚	16
滔	16
渗	16
洱	16
沾	16
汕	16
樱	16
桦	16
敛	16
掠	16
捅	16
拣	16
扇	16
嵌	16
崩	16
崛	16
娶	16
咽	16
匀	16
亵	16
Ｔ	15
Ｅ	15
Ｃ	15
魄	15
饥	15
隘	15
跻	15
袍	15
蒜	15
菁	15
莅	15
荧	15
荆	15
芸	15
